web-scraper-order,web-scraper-start-url,id_local,id_local-href,tlf,mail,web,web2,cat,subcat,Localidad
1683636380-3696,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/1,MAESTRAT FRUTERIA DELICATESSEN,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/frutas-y-verduras-maestrat,Teléfono964227768,,,MI HUERTO,Alimentación,Frutas y verduras,Castelló
1683636383-3697,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/1,ESTUDIO CASA,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/estudio-casa,Teléfono964260799,,,RAFAEL MOYA MIRALLES,Hogar y decoración,Decoración e interiorismo,Castelló
1683636386-3698,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/1,FRAGANZIAS PERFUMERIAS,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/fraganzias-perfumerias,Teléfono964035521,Webhttp://www.fraganzias.es,,EXCLUSIVAS DASER,Droguería - Perfumería,Perfumería especializada y belleza,Castelló
1683636389-3699,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/1,DR. COGOLLO,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/dr-cogollo,Teléfono964253743,Webhttp://www.powercogollo.com,Tienda virtualhttp://www.powercogollo.com,LA ORQUIDEA,"Flores, jardinería y animales","Floristería, jardinería y productos agrícolas",Castelló
1683636392-3700,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/1,ESTETICA AVANZADA Y PELUQUERIA YAMILETH & ALEXANDRA,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/yamilethestilista,Teléfono964830930,Webhttp://www.esteticacastellon.com,,LA NIÑA Y LOS PEINES,Salud y belleza,Peluquerías y salones de belleza,Castelló
1683636395-3701,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/1,VIARSA DISEÑO E INTERIORSMO,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/viarsa-diseno-e-interiorsmo,Teléfono964215214,Webhttp://www.viarsainteriorismo.com,,SLOW HOME (Shop Cortinas),Hogar y decoración,Textil hogar,Castelló
1683636398-3702,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/1,PUZZLE INTERIORISMO,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/puzzle-interiorismo,Teléfono964742661,,,DECORACION BATISTA,Hogar y decoración,Decoración e interiorismo,Castelló
1683636401-3703,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/1,ROSMA,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/rosma,Teléfono964215483,Emailrosanaber@hotmail.com,Webhttps://www.rosanabermejo.com,Tienda virtualhttps://www.rosanabermejo.com,Salud y belleza,Peluquerías y salones de belleza,Castelló
1683636404-3704,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/1,ROSA ALEGRE MODAS,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/modas-rosa-alegre,Teléfono632324004,Emailinfo@rosaalegre.es,Webhttps://www.rosaalegre.es,Tienda virtualhttp://www.rosaalegre.es,Moda y complementos,Moda y complementos en general,Castelló
1683636407-3705,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/1,JBM SERVICIOS INMOBILIARIOS,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/jbm-servicios-inmobiliarios,Teléfono902500884,Webhttp://WWW.JBM.COM.ES,,LUBASA INMOBILIARIA,Finanzas y gestión,Servicios inmobiliarios,Castelló
1683636413-3706,https://benicarlo.comercioscomunitatvalenciana.com/es/buscador/index/rel/66,Noventa Grados Estudio,https://benicarlo.comercioscomunitatvalenciana.com/es/comercios/view/noventa-grados-estudio,Teléfono678982627,Emaildsimo@coaatcs.es,,,Servicios,Servicios profesionales,Benicarló
1683636419-3707,https://benicarlo.comercioscomunitatvalenciana.com/es/buscador/index/rel/65,Padel Indoor Benicarló,https://benicarlo.comercioscomunitatvalenciana.com/es/comercios/view/padel-indoor-benicarlo,Teléfono664577489,Emailindoorbenicarlo@gmail.com,Webhttp://www.padelindoorbenicarlo.com/,,"Ocio, deportes y aficiones","Gimnasios, boleras y otros centros deportivos",Benicarló
1683636422-3708,https://benicarlo.comercioscomunitatvalenciana.com/es/buscador/index/rel/65,Nacex,https://benicarlo.comercioscomunitatvalenciana.com/es/comercios/view/nacex-8,Teléfono696778167,Emailatencion.cliente@nacex.es,Webhttps://www.nacex.es/irHome.do;jsessionid=44AkMh+wsPnPykKqXJyc0yrZ,Jormen-express,Servicios,"Servicios de transporte (mensajería, taxis...)",Benicarló
1683636425-3709,https://benicarlo.comercioscomunitatvalenciana.com/es/buscador/index/rel/65,Box 19,https://benicarlo.comercioscomunitatvalenciana.com/es/comercios/view/box-19,,,,Box 19,Vehículos,Mantenimiento y reparación de vehículos,Benicarló
1683636428-3710,https://benicarlo.comercioscomunitatvalenciana.com/es/buscador/index/rel/65,Infinity,https://benicarlo.comercioscomunitatvalenciana.com/es/comercios/view/infinity,Teléfono747792751,Emailbebeta991@hotmail.fr,,Venta de ropa y calzado,Moda y complementos,Moda y complementos en general,Benicarló
1683636431-3711,https://benicarlo.comercioscomunitatvalenciana.com/es/buscador/index/rel/65,Soriano Abogados,https://benicarlo.comercioscomunitatvalenciana.com/es/comercios/view/soriano-abogados,Teléfono964470295,Móvil600391073,Emailrj.soriano@icacs.com,Webhttp://sorianoabogado.es/,Servicios,Servicios profesionales,Benicarló
1683636434-3712,https://benicarlo.comercioscomunitatvalenciana.com/es/buscador/index/rel/65,Parada del mercat,https://benicarlo.comercioscomunitatvalenciana.com/es/comercios/view/parada-mercat,,,,Cash & Carry Ros,Alimentación,Alimentación en general,Benicarló
1683636437-3713,https://benicarlo.comercioscomunitatvalenciana.com/es/buscador/index/rel/65,Nou Cafe Brasil,https://benicarlo.comercioscomunitatvalenciana.com/es/comercios/view/nou-cafe-brasi,Emailsoringelemanca@hotmail.com,,,Bar Cafetería Agrup. Centro Aragonés,Hostelería y turismo,Bar-Cafeteria,Benicarló
1683636440-3714,https://benicarlo.comercioscomunitatvalenciana.com/es/buscador/index/rel/65,Bar Cafeteria Can Cristina,https://benicarlo.comercioscomunitatvalenciana.com/es/comercios/view/bar-cafeteria-can-cristina-2,Emailcristinabar93@gmail.com,,,L'Ovella Negra,Hostelería y turismo,Bar-Cafeteria,Benicarló
1683636443-3715,https://benicarlo.comercioscomunitatvalenciana.com/es/buscador/index/rel/65,bloprint,https://benicarlo.comercioscomunitatvalenciana.com/es/comercios/view/bloprint-2,Teléfono964827208,Emailinfo@bloprint.es,Webhttp://www.bloprint.es,BJ Publicidad SL,Servicios,"Publicidad, marketing y eventos",Benicarló
1683636446-3716,https://benicarlo.comercioscomunitatvalenciana.com/es/buscador/index/rel/65,Visiat tenda automàtica 24h,https://benicarlo.comercioscomunitatvalenciana.com/es/comercios/view/visiat-tenda-automatica-24h-2,,,,,Alimentación,Locales de máquinas de vending,Benicarló
1683636449-3717,https://benicarlo.comercioscomunitatvalenciana.com/es/buscador/index/rel/65,La Andaluza,https://benicarlo.comercioscomunitatvalenciana.com/es/comercios/view/la-andaluza,,,,Fifty-Five,Hostelería y turismo,Bar-Cafeteria,Benicarló
1683636452-3718,https://benicarlo.comercioscomunitatvalenciana.com/es/buscador/index/rel/65,Fontaneria Dani,https://benicarlo.comercioscomunitatvalenciana.com/es/comercios/view/fontaneria-dani,Teléfono675154047,,,,Hogar y decoración,Fontanería,Benicarló
1683636458-3719,https://benicarlo.comercioscomunitatvalenciana.com/es/buscador/index/rel/64,Agencia Beltran,https://benicarlo.comercioscomunitatvalenciana.com/es/comercios/view/agencia-beltran-5,Teléfono964467487,Emailinfo@agenciabeltran.com,Webhttp://www.agenciabeltran.com,My Property in Spain,Finanzas y gestión,Servicios inmobiliarios,Benicarló
1683636461-3720,https://benicarlo.comercioscomunitatvalenciana.com/es/buscador/index/rel/64,Agencia Beltran,https://benicarlo.comercioscomunitatvalenciana.com/es/comercios/view/agencia-beltran-4,Teléfono964467487,Emailinfo@agenciabeltran.com,Webhttp://www.agenciabeltran.com,GBP-Grupo Borras Project,Finanzas y gestión,Servicios inmobiliarios,Benicarló
1683636464-3721,https://benicarlo.comercioscomunitatvalenciana.com/es/buscador/index/rel/64,Agencia Beltran,https://benicarlo.comercioscomunitatvalenciana.com/es/comercios/view/agencia-beltran-3,Teléfono964467487,Emailinfo@agenciabeltran.com,Webhttp://www.agenciabeltran.com,Hogar Costa Azahar,Finanzas y gestión,Servicios inmobiliarios,Benicarló
1683636467-3722,https://benicarlo.comercioscomunitatvalenciana.com/es/buscador/index/rel/64,Agencia Beltran,https://benicarlo.comercioscomunitatvalenciana.com/es/comercios/view/agencia-beltran-2,Teléfono964467487,Emailinfo@agenciabeltran.com,Webhttp://www.agenciabeltran.com,Agencia Beltran,Finanzas y gestión,Servicios inmobiliarios,Benicarló
1683636470-3723,https://benicarlo.comercioscomunitatvalenciana.com/es/buscador/index/rel/64,Mallols Mobles,https://benicarlo.comercioscomunitatvalenciana.com/es/comercios/view/mallols-mobles,Emailmallolsmobles@gmail.com,Webhttps://www.kitmuebles.com/,Tienda virtualhttps://www.kitmuebles.com/,,Hogar y decoración,Muebles,Benicarló
1683636473-3724,https://benicarlo.comercioscomunitatvalenciana.com/es/buscador/index/rel/64,Gabor Outlet,https://benicarlo.comercioscomunitatvalenciana.com/es/comercios/view/gabor-outlet,Teléfono643108923,Emaileduardgabor22@gmail.com,,,Moda y complementos,Moda y complementos en general,Benicarló
1683636476-3725,https://benicarlo.comercioscomunitatvalenciana.com/es/buscador/index/rel/64,Forn de Pa Santi,https://benicarlo.comercioscomunitatvalenciana.com/es/comercios/view/forn-pa-santi,Teléfono964470940,,,,Alimentación,Pan y pastelería,Benicarló
1683636479-3726,https://benicarlo.comercioscomunitatvalenciana.com/es/buscador/index/rel/64,Mercadona,https://benicarlo.comercioscomunitatvalenciana.com/es/comercios/view/mercadona-81,Teléfono964475562,,,Benihort,Alimentación,Supermercados,Benicarló
1683636482-3727,https://benicarlo.comercioscomunitatvalenciana.com/es/buscador/index/rel/64,Optica Benicarló,https://benicarlo.comercioscomunitatvalenciana.com/es/comercios/view/optica-benicarlo-2,Teléfono964461721,Webhttp://opticabenicarlo.wixsite.com/opticabenicarlo,,,Salud y belleza,Ópticas,Benicarló
1683636485-3728,https://benicarlo.comercioscomunitatvalenciana.com/es/buscador/index/rel/64,Forn Avila,https://benicarlo.comercioscomunitatvalenciana.com/es/comercios/view/forn-avila-2,Teléfono964473102,Emailfornavila@fornavila.es,Emailpedidos@fornavila.es,Albalat pan,Alimentación,Pan y pastelería,Benicarló
1683636488-3729,https://benicarlo.comercioscomunitatvalenciana.com/es/buscador/index/rel/64,Frutas y Verduras Conchin - Mercat Municipal,https://benicarlo.comercioscomunitatvalenciana.com/es/comercios/view/frutas-y-verduras-conchin-aceitunas-encurtidos-y-salazones,Teléfono964471445,,,Frutas y Verduras Asunción,Alimentación,Frutas y verduras,Benicarló
1683636491-3730,https://benicarlo.comercioscomunitatvalenciana.com/es/buscador/index/rel/64,YUNA,https://benicarlo.comercioscomunitatvalenciana.com/es/comercios/view/yuna,Emailestefania_blo@hotmail.com,,,Cortinajes Rosmar,Hogar y decoración,Textil hogar,Benicarló
1683636497-3731,https://benicarlo.comercioscomunitatvalenciana.com/es/buscador/index/rel/63,Albalat pan,https://benicarlo.comercioscomunitatvalenciana.com/es/comercios/view/albalat-pan,,,,,Alimentación,Pan y pastelería,Benicarló
1683636500-3732,https://benicarlo.comercioscomunitatvalenciana.com/es/buscador/index/rel/63,Taller de reparación vehículos automóviles,https://benicarlo.comercioscomunitatvalenciana.com/es/comercios/view/taller-reparacion-vehiculos-automoviles,,,,,Vehículos,Mantenimiento y reparación de vehículos,Benicarló
1683636503-3733,https://benicarlo.comercioscomunitatvalenciana.com/es/buscador/index/rel/63,El Raconet,https://benicarlo.comercioscomunitatvalenciana.com/es/comercios/view/el-raconet-4,,,,Candil Bar,Hostelería y turismo,Bar-Cafeteria,Benicarló
1683636506-3734,https://benicarlo.comercioscomunitatvalenciana.com/es/buscador/index/rel/63,Mª Teresa Mulet Ruiz,https://benicarlo.comercioscomunitatvalenciana.com/es/comercios/view/m-teresa-mulet-ruiz,,,,OBE,Moda y complementos,Moda y complementos en general,Benicarló
1683636509-3735,https://benicarlo.comercioscomunitatvalenciana.com/es/buscador/index/rel/63,Bar Sevilla,https://benicarlo.comercioscomunitatvalenciana.com/es/comercios/view/bar-sevilla-2,Móvil607456730,,,,Hostelería y turismo,Bar-Cafeteria,Benicarló
1683636512-3736,https://benicarlo.comercioscomunitatvalenciana.com/es/buscador/index/rel/63,REMSA Tamatorio Crematorio,https://benicarlo.comercioscomunitatvalenciana.com/es/comercios/view/remsa-tamatorio-crematorio,Teléfono964765955,Móvil902160438,,,Servicios,Servicios funerarios,Benicarló
1683636515-3737,https://benicarlo.comercioscomunitatvalenciana.com/es/buscador/index/rel/63,Mapfre,https://benicarlo.comercioscomunitatvalenciana.com/es/comercios/view/mapfre-48,Teléfono964461896,,,Clínica veterinaria Papaluna,Finanzas y gestión,Seguros,Benicarló
1683636518-3738,https://benicarlo.comercioscomunitatvalenciana.com/es/buscador/index/rel/63,3GS Combustibles,https://benicarlo.comercioscomunitatvalenciana.com/es/comercios/view/3gs-combustibles,,,,,Carburantes,Gasolineras,Benicarló
1683636521-3739,https://benicarlo.comercioscomunitatvalenciana.com/es/buscador/index/rel/63,Dolce Vita / Casa Sira,https://benicarlo.comercioscomunitatvalenciana.com/es/comercios/view/casa-sira,,,,La Bianca,Hostelería y turismo,Bar-Cafeteria,Benicarló
1683636524-3740,https://benicarlo.comercioscomunitatvalenciana.com/es/buscador/index/rel/63,Eugenio&Bayo Asesores,https://benicarlo.comercioscomunitatvalenciana.com/es/comercios/view/eugeniobayo-asesores,Móvil673129114,Emailinfo@eugeniobayo.es,Webhttp://www.eugeniobayo.es/,,Servicios,Servicios profesionales,Benicarló
1683636527-3741,https://benicarlo.comercioscomunitatvalenciana.com/es/buscador/index/rel/63,CELIA TAXI,https://benicarlo.comercioscomunitatvalenciana.com/es/comercios/view/celia-taxi,Teléfono625481275,Emailceliafores1964@gmail.com,,Nacex,Servicios,"Servicios de transporte (mensajería, taxis...)",Benicarló
1683636530-3742,https://benicarlo.comercioscomunitatvalenciana.com/es/buscador/index/rel/63,Maestrat Centre D'Estudis,https://benicarlo.comercioscomunitatvalenciana.com/es/comercios/view/maestrat-centre-estudis,Teléfono650969688,Webhttp://www.cemaestrat.org/,,,Servicios,"Servicios de formación (autoescuelas, academias...)",Benicarló
1683636536-3743,https://benicarlo.comercioscomunitatvalenciana.com/es/buscador/index/rel/62,Centro Psicopedagógico Un Pas Més,https://benicarlo.comercioscomunitatvalenciana.com/es/comercios/view/centro-psicopedagogico-pas-mes,Teléfono964895012,Móvil644468357,Emailclaro@1pasmes.es,Webhttps://1pasmes.es/,Salud y belleza,"Servicios médicos (clínicas, ortopedia...)",Benicarló
1683636539-3744,https://benicarlo.comercioscomunitatvalenciana.com/es/buscador/index/rel/62,La colada express,https://benicarlo.comercioscomunitatvalenciana.com/es/comercios/view/la-colada-express,,,,Lavanderia autoservicio,Servicios,Lavanderías,Benicarló
1683636542-3745,https://benicarlo.comercioscomunitatvalenciana.com/es/buscador/index/rel/62,Pastes i pans Morente,https://benicarlo.comercioscomunitatvalenciana.com/es/comercios/view/pastes-i-pans-morente,Teléfono964475088,Móvil606373709,Emailmapasteleros@gmail.com,Forn del Bon Pà,Alimentación,Pan y pastelería,Benicarló
1683636545-3746,https://benicarlo.comercioscomunitatvalenciana.com/es/buscador/index/rel/62,Bazar Universal,https://benicarlo.comercioscomunitatvalenciana.com/es/comercios/view/bazar-universal,Teléfono609264550,,,,Hogar y decoración,Hogar y decoración en general,Benicarló
1683636548-3747,https://benicarlo.comercioscomunitatvalenciana.com/es/buscador/index/rel/62,Gran Mundo Electrónica,https://benicarlo.comercioscomunitatvalenciana.com/es/comercios/view/gran-mundo-electronica,Teléfono642375845,,,,"Informática, imagen y sonido",Electrodomésticos y electrónica en general,Benicarló
1683636551-3748,https://benicarlo.comercioscomunitatvalenciana.com/es/buscador/index/rel/62,La Casa de la Mel,https://benicarlo.comercioscomunitatvalenciana.com/es/comercios/view/la-casa-mel,Teléfono964470602,Móvil633535037,,Bar Monterrey,Hostelería y turismo,Bar-Cafeteria,Benicarló
1683636554-3749,https://benicarlo.comercioscomunitatvalenciana.com/es/buscador/index/rel/62,Olivella formación,https://benicarlo.comercioscomunitatvalenciana.com/es/comercios/view/olivella-formacion,Teléfono964827901,Móvil601152902,Emailinfo@olivellaformacion.es,Webhttp://www.olivellaformacion.es/,Servicios,"Servicios de formación (autoescuelas, academias...)",Benicarló
1683636557-3750,https://benicarlo.comercioscomunitatvalenciana.com/es/buscador/index/rel/62,"Banco de Sabadell, S.A.",https://benicarlo.comercioscomunitatvalenciana.com/es/comercios/view/banco-sabadell-sa-5,,,,,Finanzas y gestión,Entidades financieras,Benicarló
1683636560-3751,https://benicarlo.comercioscomunitatvalenciana.com/es/buscador/index/rel/62,Carnicería y tienda de ultramarinos,https://benicarlo.comercioscomunitatvalenciana.com/es/comercios/view/carniceria-y-tienda-ultramarinos,,,,,Alimentación,Carnes / embutidos / huevos,Benicarló
1683636563-3752,https://benicarlo.comercioscomunitatvalenciana.com/es/buscador/index/rel/62,Espinosa Arquitectos,https://benicarlo.comercioscomunitatvalenciana.com/es/comercios/view/espinosa-arquitectos,Teléfono964460846,Emailinfo@espinosa-arquitectos.com,Webhttps://www.espinosa-arquitectos.com/,CONSTRUCCIONES FLOS RUIZ,Servicios,"Construcción, instalaciones y mantenimiento",Benicarló
